id_produit,ean,nom,url_image,taxonomie_niveau_1,taxonomie_niveau_2,taxonomie_niveau_3,taxonomie_niveau_4,tva
6d707f12-0125-55c0-90c0-4c7c78f8e6dc,3760000075343,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-7533/640/480,ALIMENTAIRE,,,,5.5
ca6c7627-3ebd-5a86-b8fa-1d8428c37ce4,3760000075350,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-7534/640/480,ALIMENTAIRE,,,,5.5
24121ab0-c82e-5a68-bc36-33ecd5419b91,3760000075367,WHISKY 40 70CL,https://picsum.photos/seed/whisky-7535/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,20
d350f2d5-9442-51f4-a55d-771145e579cd,3760000075374,DOLIPRANE 1000MG,https://picsum.photos/seed/detergent-7536/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
59b569ec-829e-5aeb-bbe6-d5893da85413,3760000075381,PAMPERS BD T4,https://picsum.photos/seed/diapers-7537/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
4c00a3ac-108b-5d9f-a1c4-469bc5e91404,75398,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-7538/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
74657fd5-4c48-5d5c-b647-d5c5c6d2b48a,3760000075404,LES LIQ 2L,https://picsum.photos/seed/detergent-7539/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
db44bfd4-2dbb-50e9-8e3e-50c0f4ed61be,3760000075411,POM B 1K C1,https://picsum.photos/seed/apple-7540/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
f072bf32-a5fa-5ad2-b47b-6a34302c9b2c,,TOM GRAPPE VRAC FR PROMO,https://picsum.photos/seed/tomato-7541/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
5abdfd92-c923-5cff-a83b-ffdda4e88607,3760000075435,NUT 750,https://picsum.photos/seed/hazelnut-spread-7542/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
9f5c6642-0ab2-5281-b760-de125723f77b,3760000075442,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-7543/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
246dd437-de0c-53fc-9c03-7b1ad2c43e8a,20075453,CREM FRAICHE 0.2L,https://picsum.photos/seed/cream-7544/640/480,ALIMENTAIRE,PRODUITS FRAIS,CRÃˆMERIE,CREMES,5.5
e61edc96-8fc8-5f37-9455-96cad8793ac6,20075460,WHISKY ECOSSAIS 70 CL,https://cdn.store.example/missing/e61edc96-8fc8-5f37-9455-96cad8793ac6.jpg,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
05097e47-2e37-5fa6-81f0-ba5fe8a567f8,20075477,DOLIP 1G CPR,https://picsum.photos/seed/detergent-7546/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
c0f7ad32-a985-56ba-84b3-7362af347f56,75480,PAMPERS T4 30U,https://picsum.photos/seed/diapers-7547/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
345f54db-b2b9-5d2b-9b89-5ac8b9df4816,3760000075497,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-7548/640/480,ALIMENTAIRE,Ã‰PICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
dee4b718-1766-5378-9119-6353f80cd318,3760000075503,DETERGENT LINGE 2 L,https://picsum.photos/seed/detergent-7549/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,5.5
4dbd3ab3-b028-5f01-9a68-318f7ef1fdc7,13760000075517,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-7550/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
22017b9c-7a40-5798-9ef1-7eb43e817064,3760000075527,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7551/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
16b337b7-7b0d-522d-8b62-7d5436672001,13760000075531,NUTELA POT 750GR,https://cdn.store.example/missing/16b337b7-7b0d-522d-8b62-7d5436672001.jpg,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
edf4724c-d92d-5ae8-bba1-49db7c295d49,13760000075548,COKA COLA ZERO 1 L,,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
8e00646c-5417-5cc3-a7ba-d7764d5289a3,3760000075558,CRE FRA 0.2,https://picsum.photos/seed/cream-7554/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
d01c12cc-3657-582b-ac62-6ead1296aaf2,,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-7555/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
327766ec-4fa2-565e-9dbc-6cbf7c6ee957,3760000075572,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-7556/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
b7a8fb52-e468-5c00-be1f-08e1b89ef34c,38557,PAMPERS BD T4,https://picsum.photos/seed/diapers-7557/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
8c98954b-583d-5c9e-aeea-ee9e123a76f1,3760000075596,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-7558/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
219e07cf-bc21-5d32-8e59-6d69c43e59c2,,LESSIVE LIQ 2L FORMAT ECO,https://picsum.photos/seed/detergent-7559/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
adfbb078-7e32-54a4-9a0e-e74fc1230315,20075613,POM B 1K C1,https://picsum.photos/seed/apple-7560/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
6cca61b3-8a97-57a8-826d-dd830eb9a02a,3760000075626,TOM GRA FR KG,https://picsum.photos/seed/tomato-7561/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
e93dced0-1c2c-5281-83ff-33a5c00d1d3a,3760000075633,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-7562/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
09abe4ca-10f5-5cb3-bd42-ff573ddaa3af,3760000075640,COCACOLA Z 100CL,https://picsum.photos/seed/cola-7563/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
1106ba4a-884a-569f-8dd7-701e047bb698,0003760000075657,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-7564/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
df72646e-5182-522e-9b79-17a5373e3b6a,0003760000075664,WHISKY 40%,https://picsum.photos/seed/whisky-7565/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
382e2c4d-cd39-5f92-a20f-3c60ee73b83f,13760000075678,DOLIP 1G CPR,,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
d36486e7-e133-5fdd-8ae3-4744a80ce64e,13760000075685,PAMPERS T4 30U,https://picsum.photos/seed/diapers-7567/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,2.1
163da1cb-a714-50b8-96bd-b624c08f5b43,3760000075695,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-7568/640/480,ALIMENTAIRE,,,,5.5
1e6ddfa4-71a9-5ef0-9c3e-1153fa8035a6,13760000075708,DETERGENT LINGE 2 L,https://picsum.photos/seed/detergent-7569/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
e5755b48-c363-52f5-8785-8c2dc4f7edb2,13760000075715,POMMES BIO FR 1KG FRESH PACK,https://picsum.photos/seed/apple-7570/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
0057d520-ddbb-5eba-b6bf-602858cad73f,75725,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7571/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
3bcbec3d-616f-598a-ae08-759c9f20aefb,3760000075732,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-7572/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
6d2eb0bc-03c7-5e58-bf85-ecf54ae4f212,13760000075746,COK COL ZER 1 L,https://picsum.photos/seed/cola-7573/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
3d5159e6-31df-5bf5-92d1-5573d943a527,3760000075756,CR FR 20CL 30%NEW FORMULA,https://picsum.photos/seed/cream-7574/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
d012f763-c780-5249-8f74-60aa125f8ffe,75763,WHISKY 40%,https://picsum.photos/seed/whisky-7575/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
3a0e6432-122b-5067-9261-395a974c2daa,3760000075770,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-7576/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
9a25b90c-ae3c-5f15-aab8-1575f44607bd,3760000075787,PAMPERS T4 30U,https://picsum.photos/seed/diapers-7577/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,20
49594c21-0ab5-558b-9b91-b95e515dadd9,13760000075791,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-7578/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
6dd0d174-6999-5576-926a-9a3522176713,13760000075807,LESSIVE 2L,https://picsum.photos/seed/detergent-7579/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
9206d8d7-4e5b-5f9c-97a0-8d2414440368,13760000075814,POMMES BIO FR 1KGORIGINE ITALIA,https://picsum.photos/seed/apple-7580/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
63184ade-f0ac-51b9-9deb-658a7d8ec5c2,3760000075824,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7581/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
93981856-c283-584f-9972-efc3c69f1c1a,13760000075838,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-7582/640/480,ALIMENTAIRE,,PATES A TARTINER,NOISETTE CACAO,5.5
10de20a7-5175-5309-99f8-a5a4ca866006,3760000075848,COCACOLA Z 100CL,https://picsum.photos/seed/cola-7583/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
8c17397b-fa5b-5ff1-9b7c-023c225f5d11,3760000075855,CR FR 20CL 30%,https://picsum.photos/seed/cream-7584/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,2.1
38f15830-7cdc-574c-87d7-e7078c92d9a4,3760000075862,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-7585/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
8e9ec835-f257-5859-ba8d-c85a764ece6e,3760000075879,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-7586/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
7e19dccf-f997-54f3-bf4d-bfe879a41f84,3760000075886,PAMPERS BABY DRY 4,https://cdn.store.example/missing/7e19dccf-f997-54f3-bf4d-bfe879a41f84.jpg,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
54a7eec9-88d5-5890-84a6-01fa5c3a01f4,3760000075893,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-7588/640/480,ALIMENTAIRE,,CAFE THE,CAFE MOULU,5.5
a451c983-1ac0-5728-80de-b320f52eb03e,3760000075909,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-7589/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,20
f03f8f6e-9006-50d5-b411-fdaacc715665,,POM BIO 1KG CAT1 FR FORMAT ECO,https://picsum.photos/seed/apple-7590/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
84bf1148-1a0a-5786-9624-b1cc138e6e53,13760000075920,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7591/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
70e258e5-c745-5473-a715-c1f98dd88c83,3760000075930,NUTELLA 750G,,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
8b3a183a-c588-5928-947f-6013ad7d0ab2,,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-7593/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
fc21e8f2-34dc-558f-8fcb-931c252df4e8,3760000075954,CRE FRA 30 20C,https://picsum.photos/seed/cream-7594/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
91e8b413-86a1-5ee9-94f0-294f4df3382b,20075965,WHISKY 40%,https://picsum.photos/seed/whisky-7595/640/480,ALIMENTAIRE,,,,20
9cbe563a-34c3-5084-a0ba-e037bb514409,,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-7596/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
37fcd1b9-c7e1-5206-84bc-61e349ecbbc9,3760000075985,PAMPERS BD T4,https://picsum.photos/seed/diapers-7597/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
28424704-1efe-5715-93eb-b8d3f2316245,20075996,CAFE MLU 250G,,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
27cba318-eced-5c7f-b226-f6029876ac2f,3760000076005,DETERGENT LINGE 2 L,https://picsum.photos/seed/detergent-7599/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
10e663a1-e5da-50d7-94e3-b2ad1e0f58aa,3760000076012,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-7600/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
da53ed5a-d812-57bc-8c94-7c23b29c1a5d,20076023,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7601/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
f56c895a-d362-5a01-879b-119aa9b2f081,3760000076036,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-7602/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
b2721a05-4b96-5513-bee9-da5d89c60119,3760000076043,COCACOLA Z 100CLNEW FORMULA,https://picsum.photos/seed/cola-7603/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
61b48b16-f732-5eca-b69c-8c5f04fa74dc,38604,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-7604/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
aa69bc10-ced8-519e-b706-8c475f8d663c,,WHISKY 40 70CL LOT,https://picsum.photos/seed/whisky-7605/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
9ff77424-c510-547b-be4b-d45403c38681,13760000076071,PAR 100 DOL,https://picsum.photos/seed/medicine-7606/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
c9a1f7c1-ef55-551b-a69c-35ce73e686f5,3760000076081,PAMPERS BD T4,,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
c2673ff2-e186-53d8-a3c8-33b988f60ee7,3760000076098,CAFE MLU 250G,https://picsum.photos/seed/coffee-7608/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
80404c62-abf4-5752-adbc-66927b444661,3760000076104,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-7609/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
7a4f180f-d999-59f0-94d9-01262294f913,3760000076111,POM B 1K C1,https://picsum.photos/seed/apple-7610/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
d54be100-2a39-5c8b-b555-feb40b817a8d,3760000076128,TOM GRA FR KG,https://picsum.photos/seed/tomato-7611/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
705b473a-04ea-5762-bc18-f52b13c4e5ed,3760000076135,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-7612/640/480,ALIMENTAIRE,,PATES A TARTINER,NOISETTE CACAO,5.5
9b78d84b-4646-5e35-baa3-88b4990ab313,3760000076142,COKA COLA ZERO 1L,https://picsum.photos/seed/cola-7613/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
75c035e0-fea1-577f-8b22-537fe30382da,76159,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-7614/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
bba6c9b5-a04f-5990-9e6a-3ada0d41d87e,3760000076166,WHISKY ECOSSAIS 70 CL,https://cdn.store.example/missing/bba6c9b5-a04f-5990-9e6a-3ada0d41d87e.jpg,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
dde88065-a42c-5470-aa85-b845ed4f981a,3760000076173,DOLIPRANE 1000MG,htp://cdn.store.example/image.jpg,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
ba182fbd-ac7a-50f4-ad98-40cc1863d388,0003760000076180,COUCHES PAMP TAILLE 4,https://picsum.photos/seed/diapers-7617/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
30826261-2cf8-5b4c-b8b0-9f5cbe77b223,3760000076197,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/tomato-7618/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
fb2fca95-2cab-5fe0-afb1-0618cf5c22b7,13760000076200,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-7619/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
ee385b02-1477-523c-a2c6-7d0fe18a8791,13760000076217,POMMES BIO FR 1KG,https://picsum.photos/seed/cola-7620/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
42cb41a0-f964-5946-b400-a0f1baf021f3,3760000076227,TOM GRA FR KG,https://picsum.photos/seed/tomato-7621/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
8ced0b28-415c-5b3a-8f7f-d1c17e6e0af6,3760000076234,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-7622/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
5c45033a-ae48-5610-97bc-44769e4afebd,3760000076241,COKACOLA Z 100CL,https://picsum.photos/seed/cola-7623/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
5f8c1b53-add8-56db-aa73-bee268bc541e,20076252,CRÈ FR. EPA 20 CL,https://picsum.photos/seed/cream-7624/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
3d9d3755-a386-5724-a951-d076ca12f992,20076269,WHISKY 40 70CL,https://picsum.photos/seed/whisky-7625/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
d24f3511-1958-5190-83e7-b96e39f4fe36,,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-7626/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
80c819ba-70b1-5fc3-9cb8-5e86ab085768,3760000076289,PAMPERS BABY DRY 4,https://picsum.photos/seed/diapers-7627/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,2.1
922194c0-29cd-5450-82d3-48027d116d66,3760000076296,CAFÉ PUR ARAB 250 GR,,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
708d53d0-04c8-5fc4-85f0-0305e19dac5a,3760000076302,LESSIVE 2L,https://picsum.photos/seed/detergent-7629/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
71b1acc7-204f-5429-973e-2c4022bf0720,3760000076319,POM BIO FR 1KG,https://picsum.photos/seed/apple-7630/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
134116e1-c05e-5a15-ba0a-095a13c477c1,3760000076326,TOM GRA FR KG,https://picsum.photos/seed/tomato-7631/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
7d19044b-7e1f-52a2-9227-8aa6d9e24fd7,,NUTELLA 750G FORMAT ECO,https://picsum.photos/seed/hazelnut-spread-7632/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
f8aa55a1-8aa6-5fc5-8190-3f58aeea5bcc,3760000076340,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-7633/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,20
185d5ac0-f91b-52ac-a0e9-6209ee8bb386,,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-7634/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
900027f8-2fa1-5b5e-9952-393f8e48b658,3760000076364,WHISKY 40%,https://picsum.photos/seed/whisky-7635/640/480,ALIMENTAIRE,,ALCOOLS,SPIRITUEUX,20
d3283ba3-eb94-58a0-9f91-20623da022a8,3760000076371,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-7636/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
b6ecefed-7891-5022-a3c9-a0b9178a915b,,COUCHES PAMP TAILLE 4,https://picsum.photos/seed/diapers-7637/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
676a3cef-fe27-5b68-b4cd-a667692c5f9a,20076399,CAFÉ PUR ARAB 250 GR,,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
0fbf9fcd-ab9b-5f7a-8ce6-631cdef3d0ba,3760000076401,DETERGENT LINGE 2 LNEW FORMULA,https://picsum.photos/seed/detergent-7639/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
dbe90316-731d-5b1a-bbc9-e8562b526ba5,13760000076415,POMME GALA BIO SACH 1K,,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
126b55b8-e0eb-5b0a-8e84-9186305abbb5,3760000076425,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-7641/640/480,ALIMENTAIRE,,LEGUMES,TOMATES,5.5
9a1c04ee-2314-5a6f-8626-522e4567bad3,3760000076432,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-7642/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
70a31741-7b48-57ac-ba9f-4c0c6f2c7a9c,3760000076449,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-7643/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
616c597f-0328-5869-85b1-f2f3bedc26f3,3760000076456,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-7644/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
fb6ad4f4-ab0f-5e9f-a2cc-577f40215d01,3760000076463,WHISKY 40 70CL,,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
e7edb5f5-ff84-5054-b12b-ce85ff4be5d6,76470,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-7646/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
47ad35b5-42d1-5a39-a9e6-e1d808f9b75f,3760000076487,PAMPERS BD T4,https://picsum.photos/seed/diapers-7647/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
7ee567ef-7ad5-50ba-8663-bc26ac38a774,3760000076494,CAF MLU 250,https://picsum.photos/seed/coffee-7648/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
e934f05a-6a1e-5eec-ac21-8ba24311bbad,3760000076500,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-7649/640/480,NON ALIMENTAIRE,,,,20
e7ca6263-bbb3-5b79-97c0-0d7cfd4c4fb6,13760000076514,POM BIO 1KG CAT FR,https://picsum.photos/seed/apple-7650/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
0c00bd54-d5f0-581f-a0dd-6003f56a96e9,13760000076521,TOMATES GRAPPE,https://picsum.photos/seed/cream-7651/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
675998a6-22da-557f-a167-97503f87f9c8,20076535,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-7652/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
7749eeeb-5d94-5a58-99b6-18215a0a8119,20076542,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-7653/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
1c3ab5e9-67fc-5db5-809a-41ba4b4790ad,3760000076555,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-7654/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
0ce554f3-5e8e-503c-a44a-94821bccf43a,3760000076562,WHISKY 40 70CL,https://picsum.photos/seed/whisky-7655/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,5.5
1d653b31-c840-553d-aa8c-9b8f313d1323,3760000076579,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-7656/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
a65dd641-e913-5558-a0ad-e0bfca3ba4be,3760000076586,PAMPERS T4 30U,https://picsum.photos/seed/diapers-7657/640/480,NON ALIMENTAIRE,,COUCHES,TAILLE 4,20
0fd28bbe-e572-59bb-93bb-a1fcc6cb4630,3760000076593,CAFE MLU 250G,https://picsum.photos/seed/coffee-7658/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
f2de302b-2b08-5ee8-a27f-e460666a9a68,3760000076609,LES LIQ 200,https://picsum.photos/seed/detergent-7659/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
8fccf7da-0479-58e4-9daf-d7a16ace73fb,,POM B 1K C1,https://picsum.photos/seed/apple-7660/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
7ac78904-551e-5142-a3cc-e4dffcf7e95d,3760000076623,TOMATE GRP ORI FRFAMILY SIZE,https://picsum.photos/seed/tomato-7661/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
